year,location,site,file_name,blade_num,prevelance,severity,lesion_area,healthy_area,correct_num
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,3,1,0.132849172,0.053863832,40.49123815,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,4,1,29.91739769,39.86282677,93.38013502,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,5,1,4.2626462,3.644785981,81.86045677,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,6,0,0,0,125.4704108,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,7,0,0,0,66.4159006,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.1_8.jpg,8,1,8.305025695,6.847888538,75.60686584,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,1,0,0,0,99.72349899,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,2,0,0,0,124.540362,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,3,0,0,0,137.8752514,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,4,0,0,0,134.0598966,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,5,1,1.483591331,2.150962367,142.8325194,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,6,0,0,0,149.7827492,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,7,0,0,0,140.2991238,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.1_8.jpg,8,0,0,0,86.74231543,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,1,0,0,0,118.4214306,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,2,0,0,0,104.937518,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,3,0,0,0,52.11325768,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,4,0,0,0,99.28540649,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,5,0,0,0,100.5871158,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,6,0,0,0,60.11562769,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,7,0,0,0,64.69943982,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.1_8.jpg,8,0,0,0,107.1082304,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,1,0,0,0,188.4803217,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,2,1,30.01424543,37.07268026,86.44426889,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,3,1,50.79329816,98.52054007,95.44311979,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,4,0,0,0,113.0170928,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,5,0,0,0,103.5101264,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,6,0,0,0,148.8275639,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,7,1,10.75544052,20.29409652,168.3927032,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.4.L.1_8.jpg,8,0,0,0,144.6638897,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,9,1,34.8125407,53.74892272,100.646366,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,10,1,0.768292512,0.983912669,127.0809394,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,11,1,25.93240289,41.53440103,118.6297041,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,12,0,0,0,146.7196926,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,13,0,0,0,66.98506176,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,14,0,0,0,71.15591784,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,15,0,0,0,140.0908503,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.6.L.9_16.jpg,16,1,0.759221102,0.734343579,95.98893996,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,9,1,3.346101535,4.32885665,125.0412956,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,10,0,0,0,87.18040793,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,11,0,0,0,72.36964953,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,12,1,72.22059333,48.64801781,18.71229532,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,13,0,0,0,89.71200804,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,14,0,0,0,109.9055587,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,15,1,2.03587235,1.569232979,75.50991095,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.9_16.jpg,16,0,0,0,130.0290865,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,1,0,0,0,88.44441253,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,2,0,0,0,99.94254525,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,3,0,0,0,131.7724792,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,4,1,34.88569009,31.06865843,57.98980178,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,5,0,0,0,94.07856938,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,6,0,0,0,91.51465096,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,7,0,0,0,101.5710284,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.1.U.1_8.jpg,8,1,0.784214521,1.00186728,126.75237,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,9,0,0,0,50.87798047,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,10,0,0,0,77.90864694,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,11,1,0.134120172,0.134659581,100.2675237,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,12,1,5.742072217,5.205041655,85.44240161,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,13,0,0,0,84.33460213,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,14,1,0.077920238,0.098750359,126.6338696,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,15,0,0,0,67.71940534,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.5.L.9_16.jpg,16,1,0.915848369,1.01982189,110.3328785,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,9,0,0,0,93.91697788,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,10,1,0.641098306,0.913889687,141.6367423,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,11,0,0,0,99.5708848,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,12,1,67.96508216,49.90484056,23.52233554,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,13,1,1.297691945,0.989299052,75.24597817,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,14,0,0,0,108.25553,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,15,1,0.838956999,1.229890836,145.3677104,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.2.U.9_16.jpg,16,1,6.004454478,7.115412238,111.3868141,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,1,0,0,0,127.5728957,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,2,0,0,0,79.40247055,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,3,1,3.176841057,6.756320023,205.9178397,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,4,1,28.76046375,37.81420569,93.66561333,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,5,1,9.885487937,12.32224935,112.3276357,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,6,1,22.89851439,32.79409652,110.4208561,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,7,0,0,0,91.03346739,TRUE
2019,San Diego,A Chula Vista/Disease Scans/,SD.A.3.U.1_8.jpg,8,0,0,0,76.13832232,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,0,0,0,0,124.9730681,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,1,1,2.362398722,6.025567366,249.0358374,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,2,0,0,0,7.910801494,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,3,0,0,0,47.50969549,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,4,0,0,0,203.2767165,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,5,0,0,0,166.4571962,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,6,0,0,0,175.9767308,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,7,0,0,0,233.7905774,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.1_8.jpg,8,0,0,0,158.738509,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,0,1,10.46374375,22.12367136,189.3080293,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,1,0,0,0,93.78770468,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,2,0,0,0,56.26077277,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,3,0,0,0,99.63731686,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,4,0,0,0,135.7512209,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,5,0,0,0,58.19089342,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,6,0,0,0,113.2558891,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.1_9.jpg,7,0,0,0,170.7268026,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,0,1,5.065962523,8.921646079,167.1879489,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,1,0,0,0,207.4152542,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,2,1,34.15628365,47.84185579,92.22565355,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,3,0,0,0,81.83172939,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,4,1,1.654497437,1.912166044,113.6616633,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,5,0,0,0,145.0014364,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,6,0,0,0,139.1051422,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,7,1,0.742809465,1.150890549,153.7866274,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.1_8.jpg,8,1,1.249069724,4.037991956,319.2419563,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,10,0,0,0,109.3346021,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,11,0,0,0,96.05357656,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,12,1,25.29928818,33.69362252,99.48649813,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,13,0,0,0,167.5380638,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,14,0,0,0,151.592574,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,15,0,0,0,153.6717179,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.2.U.10_16.jpg,16,1,1.228374011,1.235277219,99.3267021,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,9,0,0,0,191.2058317,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,10,0,0,0,190.961649,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,11,0,0,0,201.1077995,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,12,0,0,0,300.6840707,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,13,0,0,0,275.1777506,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,14,0,0,0,84.37769319,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,15,1,0.165688643,0.517092789,311.5699512,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.9_16.jpg,16,1,17.0265702,38.70475438,188.6149813,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,9,0,0,0,102.1581442,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,10,0,0,0,197.2475582,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,11,0,0,0,200.5889112,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,12,1,0.330862299,0.664320598,200.1202959,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,13,0,0,0,174.0286556,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,14,0,0,0,145.2617782,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,15,1,1.14546843,1.696710715,146.4270325,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.1.U.9_16.jpg,16,0,0,0,67.32440391,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,9,0,0,0,143.3280666,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,10,1,9.539094937,14.72637173,139.6527578,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,11,0,0,0,152.861965,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,12,0,0,0,132.2770037,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,13,0,0,0,208.4135306,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,14,0,0,0,121.818443,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,15,1,0.246457884,0.386024131,156.2428182,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.5.L.9_16.jpg,16,1,6.744845243,26.48843723,366.2327636,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,1,1,35.26582,23.03397012,42.28131284,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,2,1,4.735417312,6.312841138,126.9983482,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,3,1,15.00684619,11.80695203,66.87015226,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,4,0,0,0,85.18205975,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,5,0,0,0,92.80558747,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,6,0,0,0,113.0925022,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,7,0,0,0,189.7963947,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,8,0,0,0,220.5041655,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.1_9.jpg,9,0,0,0,146.2672364,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,10,0,0,0,57.85155128,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,11,0,0,0,103.5873312,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,12,1,0.036428767,0.043091066,118.2454754,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,13,0,0,0,57.74921,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,14,0,0,0,113.629345,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,15,1,24.03724526,12.28274921,38.81607297,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.3.U.10_16.jpg,16,1,10.03398803,5.989658144,53.7040362,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,0,0,0,0,160.0402183,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,1,0,0,0,108.1908934,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,2,0,0,0,244.0013646,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,3,1,5.958335272,18.39449871,290.3242603,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,4,0,0,0,94.43227521,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,5,1,0.210156242,0.38422867,182.4457771,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.9_16.jpg,6,0,0,0,174.3554295,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,0,1,0.12314639,0.344728526,279.5891985,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,1,0,0,0,88.22716174,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,2,0,0,0,77.56391841,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,3,0,0,0,18.16647515,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,4,0,0,0,3.598103993,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,5,1,1.063730522,1.6374605,152.2981902,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,6,1,0.113739763,0.215455329,189.2128699,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,7,1,2.58059212,5.072177535,191.4787417,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.4.L.1_8.jpg,8,0,0,0,214.8915542,FALSE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,1,1,14.13182867,12.86088768,78.1456478,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,2,0,0,0,131.3792732,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,3,0,0,0,144.1737288,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,4,1,6.15995639,11.36167768,173.0824476,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,5,0,0,0,92.16999425,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,6,0,0,0,235.2449009,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,7,0,0,0,209.0976013,TRUE
2019,San Diego,D Shelter Island/Disease Scans/,SD.D.6.L.1_8.jpg,8,0,0,0,236.8446567,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,9,1,34.44784597,33.53741741,63.81966389,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,10,1,68.99554549,135.7117208,60.98463085,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,11,1,24.07309787,59.03476013,186.1964953,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,12,1,72.38816176,161.5645648,61.62740592,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,13,1,73.2540717,107.9700517,39.42114335,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,14,1,70.11352875,231.3056593,98.59594944,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,15,1,66.88785337,96.64607871,47.84365125,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.4.L.9_16.jpg,16,1,39.50022553,117.9240879,180.6162022,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,1,1,76.90055249,74.97306808,22.52046826,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,2,0,0,0,75.56916116,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,3,1,23.13452312,20.69089342,68.74640908,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,4,1,82.19501215,81.95741166,17.7535191,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,5,0,0,0,78.50833094,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,6,0,0,0,117.8343149,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,7,1,1.867737526,1.962438954,103.1079431,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.1_8.jpg,8,1,64.67962241,108.9970554,59.52133008,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,9,1,97.19313755,63.16611606,1.824188452,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,10,1,0.329041174,0.269319161,81.58036484,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,11,0,0,0,104.7866992,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,12,1,59.41794499,52.08991669,35.57706119,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,13,1,33.93387868,43.04977018,83.81391841,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,14,0,0,0,56.18177248,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,15,1,13.70750215,33.21243895,209.0814421,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.5.L.9_16.jpg,16,1,70.61646731,50.98570813,21.21516806,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.6.L.1_8.jpg,1,0,0,0,146.2241454,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.6.L.1_8.jpg,2,0,0,0,141.2830365,TRUE
2019,San Diego,B Fiesta Island/Disease Scans/,SD.B.6.L.1_8.jpg,3,0,0,0,102.1258259,TRUE
